Identifier,Comment,SubTask1,SubTask2
10636,बुद्धि हीन लोगों से बात करते नहीं।,Non-AntiReligion,None
11287,Iski knowledge Sameer se Kam hai 6a fir ye logon ko gumrah Kar raha hai,Non-AntiReligion,None
1129,"Beshak allah hi MALIKUL MULK hai,i am Sikh,i know reality,jise allah dil mein noor dikha de vo shaitan ke baat nahi maanta",AntiReligion,Islam
3398,बांगलादेश और पाकिस्तान में हिंदू लोकोपर हो रहे अत्याचार पर युनायटेड नेशन में भारत सरकारने आवाज उठानेकी जरुरत है. भारत में विपक्ष के पर्टीयोको आवाज उठाना चाहिए. जरूरत पडी तो बांगलादेश और पाकिस्तान में रहनेवाले हिंदूआओ को भारत में लाने की कोशीश करके उनकी जान बचानी चाहिए.,Non-AntiReligion,None
4419,Duniya mein sabse pahle aadam Ali Salam tashrif farma is baat Ko science bhi gavahi deta hai,Non-AntiReligion,None
5707,"The way he rejects Islam,"" mein musalman nahi hu"".😂😂",AntiReligion,Islam
3013,Koe Hindu nahi manta Muhammad ko nabi...manta sirf itna hai ki Muhammad ko Epilepsy aur Pedophilia tha😅😂🤣,AntiReligion,Hinduism
7135,Hm to khus hai bhai tum bhi 5 time puja kro dekhte hai kitna hindu 5 time din me puja krta hai jo sach me puja krna janta. Hai usse hi hone wala hai warna to 90%hindu ko to kuchh malum hi nhi hai ki puja kisi kahte hai,AntiReligion,Hinduism
5350,"आप, सब, सैतान, के ज्ञान से उलझे पडे है, सही ज्ञान संत रामपाल जी के पास है उनके सतसंग सुनो सब जबाब मिलजायेगा",Non-AntiReligion,None
7744,चलो इसाई लोग तो लालच देकर उनको इसाई बना रहे है पर तुम लोग तो अपने ही धर्म वाले गरीबों की इज्जत खराब करने में लगे हो ना ही उनको मंदिर में आने देते हो. आखिर किस बात का डर है इन लोगों को एक दिन सब को अपना लेखा ऊपर वाले को देना होगा तब आप लोगों का जवाब कैसा रहेगा?,AntiReligion,Christianity 
4561,Duniya mai sabse pahle insan adam alaihissalam the,Non-AntiReligion,None
9272,Target बनाने वाले खतावार नहीं बल्कि बनने वाले खतावार हैं खोपड़ी बिलकुल खाली हो गई है,Non-AntiReligion,None
3475,Apne ache se bible study nai kiya hai,Non-AntiReligion,None
5342,Karo Puja Lekin Pani ya uska Chinta kisi par nahi Girna chahiye....Khayal rakhna... Kyon ki Namaz me hum dusro par kuch nahi phekte,AntiReligion,Hinduism
2567,हर बुद्धि मान स्त्री अपने घर को बनाती है और मुड स्त्री उसको अपने ही हातो से ढाह देती हैं वह स्त्री आप हो गोड ब्लेस यू सिस्टर,Non-AntiReligion,None
2204,"Rss yahudi and raa ki sazish 🤣😂 defending line of momin, Moulvi moulana ki nind mein bhi EX-MUSLIM nazar arahe hai",AntiReligion,Hinduism
11139,Tumhare Prabhu Shri raam naraz tumse ...,Non-AntiReligion,None
10869,Agar Quran main hinduo ko marne kaha hai to esi gandi kitab ban kiya jaye,AntiReligion,Hinduism
7159,I love Jesus or vo dharm nhi badlty Jevan badlty hain,Non-AntiReligion,None
2301,"क्यों आप नमाज की पूजा से तुलना कर रहे हो.... किसी भी देव की पूजा एक पवित्र कर्म है जो एक पवित्र जगह पर ही हो सकती है इसके लिए शारीरिक मानसिक तौर पर पवित्र होना आवश्यक है जबकि इ**म में नमाज के लिए ऐसी कोई शर्त नहीं है हम हर जगह पूजा पाठ नहीं कर सकते क्योंकि शास्त्रों में लिखा गया है ""भोजन भजन और नारी सब पर्दे के अधिकारी""",AntiReligion,Islam
9393,"धन्यवाद आपका क्या आप हमसे सहमत हैं परमात्मा की प्राप्ति सच्चे प्रेम द्वारा ही सम्भव है, पूजा, पाठ, जप, ध्यान, अनुष्ठान आदि जो भी क्रियायें की जाती हैं, उनका मूल उद्देश्य परमात्मा के प्रति अपनी निष्ठा को गहरा करना होता है। ज्यों-ज्यों निष्ठा गहरी होती जाती है, त्यों-त्यों परमात्मा के प्रति प्रेम भाव बढ़ता जाता है। यही प्रेम भाव धीरे-धीरे परिपक्व होकर भक्ति का रूप धारण कर लेता है। इस प्रकार उपासना का मूल तात्पर्य ईश्वर के प्रति प्रेम का विकास करना ही है। परमात्मा के प्रति विकसित प्रेम जब अपनी चरमावधि में पहुँचता है, तब वह केवल परमात्मा तक ही सीमित नहीं रहता। वह विश्व रूप परमात्मा तक फैल जाता है। सच्चे भक्त और परमात्मा के सच्चे प्रेमी की पहचान यही है कि उसका प्रेम-भाव संसार के सारे जीवों का कल्याण करती है 🇮🇳🚩 यही सनातन धर्म ✔का वास्तविक अर्थ है🚩🇮🇳 is",Non-AntiReligion,None
8121,Maulana ko debate karne ki taqat nhi hai Koi aur maulana Or dr zakir naik jaiso ko laav debate mev,AntiReligion,Islam
10746,Pehle ispe debate karo krishna ke rath main ghoda kisne bandha jab ki 5000 saal pehle india main ghode the hi nahi,Non-AntiReligion,None
4506,Kya download ho raha madam Woh download ho raha hai kanha download ho raha hai Shayad Kahin 9 month wala download Nahin ho gya,Non-AntiReligion,None
2840,"प्रभु यशु भि एक अति शक्तिशालि परमेश्वर कि अवतार है।उनमे विरोध मत करो।उनक‍‍ो मानो अौर अाशिश लो।बाईवल मे एक जगह स्पष्ट िलखि है कि कोहि भि अादमि यशुके नाम पर भूत शैतानक‍ो अादमि के बाहर निकाल सकता है,अाशिश दे सकता है,ले सकता है,ईसके लिए चर्चमे सामेल होना अावश्यक नहि है।ये बात समझकर काम ल‍ो।फिर कहेता हुँ,अब अाध्यात्मिक बनो,धार्मिक नहि।धार्मिक क्ट्टरता त्याग द‍ो।अब हिन्दु,क्रिश्चियन,मुस्लिम,बुध्द से उपर उठकर नये ढङ्ग से जिअो। नये युगके नया मानव बनो।ब्रुस लि कि कुम्फु सिकलो लेकिन ब्रुसलिबादि वा ब्रुसलि धर्मि म त ह‍ो।अच्छे बाते सब से सिखलो।खुस रहो।",Non-AntiReligion,None
5645,कोई फर्क नहीं दोनों मूर्तीवादी ईश्वरवादी नहीं,Non-AntiReligion,None
3469,"Sabhi ke purbaj adham the, written in Bible,torat,kuran",Non-AntiReligion,None
8744,"Agr kahi chori atyachar rape jsi ghatnayen hoti hain to uske liye to ye awaj uthate nahi , bade aaye dharm parivartan ka name lekar shikayat krne wale ,ye dharm parivartan nhi jivan ka parivartan hai",Non-AntiReligion,None
9507,Dharam pariwartn ni krwate ok sahaan or pese koi deta to aapne pehle pese lene the . Masih kabi bhee bikata ni . I love jesu masiha . Aap mujhe kharid k dikhao apke pese ki koi okat ni jo masih se door kre hame amen,Non-AntiReligion,None
1581,"Ye koi nayi baat nhi h, Pakistan me hindu बच्चियों ko nark se bhi zyada gandi zindagi h",AntiReligion,Islam
5003,मौलाना डीबेट हार गये उनका इस्लाम भी हार गया इन्टरनेट के युग मे इस्लाम का टीकना मुश्किल हे,AntiReligion,Islam
2482,Ye to India me bhi hota hai,Non-AntiReligion,None
10632,"Dharm sahi hai..Hindu ho , Christian ho. Muslim ho ya Sikh ... Dharm koi bhi apna sakta hai ..yeh uski marji hai kisi ke baap ki nhi... mai ek hindu hu per muze yese Hindu per Sharm aati hai ..",Non-AntiReligion,None
10196,Nai ho sakti chutiyo... Sanatan dharm me pavitra bhumi chahiye pooja ke lie... Kai bhi nai shuru ho jate just because of kuch logo ke yaha pavitra chijo ka concept nahi hai or vo kahi bhi shuru ho jate hai,Non-AntiReligion,None
1503,Allah hamen aise munafiq ko se mein pushpamayi aur hamare hi mang ko taro Dhol Tasha rakhe hamesha mazhabi Islam ke alava koi majak nahin,AntiReligion,Islam
10327,Islam ki Jannat me Kyu Jana chahate Aap musalman ku ya kisi aur ko Islam Janne ke liye news nation ki zarurat NAHI hai,AntiReligion,Islam
7589,Yeah dharam hi jhootha hai. In ka aalah kalyug hai aur koi nahi.,AntiReligion,Islam
5425,Sanatana Dharma ki Jai Ho 🙏🙏🙏🙏🙏,Non-AntiReligion,None
1166,Nahi Bhai bilkul bhi nhi .... Jinke upr wale ke pass na to uska khud koi past ho or na hi sthaan ho vo kahi pr gaaan jhukva dega ..... Humare sanatan dharm mai to itihas bhi saalo saal purana hai or mandir bhi hai jaha Bina hath pair dhoye jaate bhi nahi hai itne pavitr hai humare bhagwan inki terah road pr nhi 🙏,Non-AntiReligion,None
3254,Are sahab isme kon si burai he ....jo allah aur rasool ko nhi manega ..vo beshak jahannam me hi jayega ....chahe vo koi bhi ho,Non-AntiReligion,None
8540,"Ye vo log hay jo Bible ko table pe ultaa rakh ke padte hay or iskaa natija hamari sister jese or christian logo ko milta hay ... lack of trust, lack of pray and more lack of knowledge that's it. Ye sister end tak In christ tik nahi payi bura laga .may god bless you.",AntiReligion,Islam
1442,क्या बात है? साहिल समीर जो कुछ बोल रहे हैं उसका जवाब मौलाना लोग क्यों नहीं दे पाते है 🤔🤔🤔🤔🤔,AntiReligion,Islam
4514,Original Muslim Saudi Arabia bi ye herami Pakistan suvero ko boti dalna band kiya he,Non-AntiReligion,None
7327,🤣🤣🤣🤣🤣🤣or Karo insult kooch farq nahi padta or hum bas tumahri jaise logo ki soch dekkar hassi aateeee🤣🤣🤣🤣🤣🤣🤣,Non-AntiReligion,None
10225,Rajiv ji and madam ko bhi parmatma dirghayu banayein rakhein,Non-AntiReligion,None
2826,Peenaz Tyagi jee aapko salute 🙏🙏🙏,Non-AntiReligion,None
738,mulley debate me wahi bethega na jiske opinion differents ho .....tu chahta hai tere samne mulla bethe ho haan pe haan kare toh woh debate hogi ? kese ajeeb log hain ?,AntiReligion,Islam
11526,वाह शेर पहले मुझे ऐसा पता नहीं था लेकिन पता कर लिया खोज कर लिया वह भी गूगल भारत के रहने वाले सारे पाकिस्तान के गा रहे हैं इसकी अब क्या बोलूं बहुत गंदी गालियां रहा है 🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳,Non-AntiReligion,None
7034,Aap mandir jaane ke liye permission lete ho kya,AntiReligion,Hinduism
